T,ρ,u,h,s,cv,cp,w
600.000,688.16900,1441.630,1477.960,3.4419,2.9876,5.8064,896.95
610.000,663.56300,1500.150,1537.820,3.5408,2.9837,6.1881,836.23
620.000,635.34900,1562.940,1602.290,3.6457,2.9891,6.7440,769.29
630.000,601.63500,1632.290,1673.840,3.7601,3.0110,7.6523,693.27
640.000,557.98000,1713.510,1758.310,3.8931,3.0696,9.5042,601.48
650.000,488.84600,1825.210,1876.350,4.0760,3.2506,15.7010,479.26
675.000,161.60000,2447.090,2601.790,5.1743,3.1528,12.0320,456.98
700.000,125.09000,2617.540,2817.390,5.4885,2.6894,6.6244,514.91
725.000,107.99000,2728.400,2959.910,5.6887,2.4382,5.0021,552.58
750.000,97.09800,2816.560,3074.030,5.8436,2.2806,4.2055,581.65
775.000,89.23200,2892.680,3172.840,5.9732,2.1759,3.7360,605.82
800.000,83.13200,2961.460,3262.180,6.0867,2.1044,3.4310,626.78
825.000,78.18100,3025.400,3345.170,6.1889,2.0548,3.2206,645.48
850.000,74.03200,3086.010,3423.700,6.2826,2.0205,3.0696,662.49
900.000,67.36700,3200.740,3571.840,6.4520,1.9817,2.8742,692.84
950.000,62.15300,3310.240,3712.480,6.6041,1.9677,2.7613,719.69
1000.000,57.89900,3416.940,3848.730,6.7439,1.9685,2.6947,744.06
1050.000,54.32400,3522.210,3982.410,6.8744,1.9785,2.6563,766.58
1100.000,51.25600,3626.910,4114.660,6.9974,1.9945,2.6361,787.64
1150.000,48.57900,3731.590,4246.220,7.1144,2.0143,2.6281,807.53
1200.000,46.21300,3836.640,4377.610,7.2262,2.0366,2.6285,826.46
1250.000,44.10100,3942.290,4509.170,7.3336,2.0605,2.6348,844.57
1273.000,43.20200,3991.140,4569.820,7.3817,2.0718,2.6391,852.66
,,,,,,,
P=30.0MPa,,,,,,,
270.829,1014.59000,-9.207,20.362,-0.0346,4.0910,4.0910,1439.60
275.000,1014.45000,7.855,37.428,0.0279,4.0900,4.0922,1460.50
280.000,1013.98000,28.307,57.893,0.1016,4.0851,4.0940,1483.20
285.000,1013.23000,48.761,78.369,0.1741,4.0770,4.0963,1503.50
290.000,1012.23000,69.220,98.857,0.2454,4.0664,4.0989,1521.60
295.000,1011.00000,89.685,119.359,0.3155,4.0537,4.1017,1537.60
300.000,1009.57000,110.159,139.874,0.3844,4.0392,4.1046,1551.60
305.000,1007.95000,130.641,160.405,0.4523,4.0231,4.1075,1563.90
310.000,1006.15000,151.133,180.950,0.5191,4.0057,4.1105,1574.50
315.000,1004.19000,171.634,201.509,0.5849,3.9871,4.1134,1583.60
320.000,1002.07000,192.146,222.083,0.6497,3.9674,4.1163,1591.20
325.000,999.81500,212.667,242.672,0.7136,3.9468,4.1192,1597.50
330.000,997.41900,233.197,263.275,0.7765,3.9254,4.1220,1602.50
335.000,994.89300,253.739,283.893,0.8385,3.9033,4.1250,1606.40
340.000,992.24200,274.290,304.525,0.8996,3.8807,4.1279,1609.20
345.000,989.47200,294.853,325.172,0.9599,3.8577,4.1310,1611.00
350.000,986.58600,315.428,345.835,1.0194,3.8343,4.1343,1611.90
355.000,983.58900,336.015,366.515,1.0780,3.8107,4.1377,1611.80
360.000,980.48400,356.616,387.213,1.1359,3.7869,4.1414,1610.90
365.000,977.27400,377.232,407.930,1.1931,3.7631,4.1453,1609.30
370.000,973.96200,397.865,428.667,1.2495,3.7392,4.1496,1606.80
375.000,970.55000,418.516,449.426,1.3052,3.7154,4.1542,1603.60
380.000,967.04000,439.187,470.209,1.3603,3.6916,4.1591,1599.80
385.000,963.43400,459.879,491.018,1.4147,3.6680,4.1645,1595.20
390.000,959.73300,480.596,511.855,1.4685,3.6446,4.1703,1590.10
395.000,955.93900,501.339,532.722,1.5216,3.6215,4.1766,1584.30
400.000,952.05200,522.111,553.621,1.5742,3.5985,4.1834,1577.90
410.000,944.00300,563.749,595.529,1.6777,3.5535,4.1985,1563.50
420.000,935.59000,605.534,637.599,1.7791,3.5098,4.2159,1547.00
430.000,926.81300,647.487,679.856,1.8785,3.4674,4.2359,1528.40
440.000,917.66900,689.634,722.325,1.9761,3.4264,4.2585,1508.00
450.000,908.15000,732.002,765.036,2.0721,3.3868,4.2842,1485.70
460.000,898.24800,774.621,808.020,2.1666,3.3487,4.3131,1461.60
470.000,887.94700,817.524,851.310,2.2597,3.3120,4.3457,1435.80
480.000,877.22900,860.748,894.946,2.3516,3.2768,4.3823,1408.30
490.000,866.07300,904.332,938.971,2.4423,3.2429,4.4234,1379.10
500.000,854.45100,948.321,983.432,2.5322,3.2105,4.4697,1348.30
510.000,842.32800,992.769,1028.380,2.6212,3.1795,4.5219,1315.80
520.000,829.66400,1037.730,1073.890,2.7095,3.1498,4.5809,1281.70
530.000,816.41000,1083.280,1120.030,2.7974,3.1217,4.6481,1246.00
540.000,802.50500,1129.500,1166.890,2.8850,3.0950,4.7248,1208.40
550.000,787.87300,1176.490,1214.560,2.9725,3.0699,4.8133,1169.10
560.000,772.42400,1224.360,1263.200,3.0601,3.0466,4.9162,1127.90
570.000,756.03700,1273.270,1312.950,3.1482,3.0252,5.0375,1084.60
580.000,738.56300,1323.410,1364.030,3.2370,3.0059,5.1825,1039.00
590.000,719.79900,1375.030,1416.710,3.3270,2.9893,5.3592,990.96
600.000,699.47300,1428.470,1471.360,3.4189,2.9760,5.5795,940.02
610.000,677.20000,1484.200,1528.500,3.5133,2.9668,5.8628,885.78
620.000,652.40900,1542.950,1588.930,3.6116,2.9634,6.2422,827.64
630.000,624.20300,1605.810,1653.870,3.7155,2.9681,6.7805,764.68
640.000,591.01100,1674.750,1725.520,3.8283,2.9860,7.6179,695.25
650.000,549.64000,1753.800,1808.380,3.9567,3.0286,9.1195,616.53
675.000,332.51000,2111.810,2202.030,4.5488,3.4341,27.0300,416.55
700.000,184.24000,2468.610,2631.440,5.1754,2.9775,10.3510,480.01
725.000,146.51000,2628.500,2833.260,5.4590,2.6431,6.5382,528.88
750.000,127.00000,2740.010,2976.240,5.6531,2.4337,5.0795,564.09
775.000,114.27000,2830.230,3092.770,5.8060,2.2946,4.3121,592.18
800.000,105.00000,2908.580,3194.290,5.9349,2.1990,3.8442,615.89
825.000,97.79600,2979.510,3286.270,6.0482,2.1321,3.5339,636.64
850.000,91.94300,3045.460,3371.750,6.1503,2.0848,3.3166,655.24
900.000,82.84000,3167.870,3530.020,6.3313,2.0283,3.0408,687.91
950.000,75.93600,3282.680,3677.750,6.4911,2.0031,2.8822,716.38
1000.000,70.42000,3393.260,3819.280,6.6363,1.9964,2.7869,741.96
1050.000,65.85700,3501.520,3957.060,6.7707,2.0010,2.7292,765.39
1100.000,61.98400,3608.600,4092.590,6.8968,2.0131,2.6953,787.18
1150.000,58.63600,3715.220,4226.850,7.0162,2.0299,2.6772,807.66
1200.000,55.69800,3821.870,4360.490,7.1300,2.0500,2.6700,827.07
1250.000,53.08900,3928.880,4493.970,7.2389,2.0720,2.6702,845.58
1273.000,51.98300,3978.290,4555.410,7.2876,2.0826,2.6722,853.83
,,,,,,,
P=40.0MPa,,,,,,,
269.997,1019.38000,-12.472,26.768,-0.0473,4.0526,4.0530,1452.40
270.000,1019.38000,-12.460,26.780,-0.0473,4.0526,4.0530,1452.40
275.000,1019.09000,7.809,47.060,0.0272,4.0543,4.0590,1477.40
280.000,1018.49000,28.095,67.369,0.1003,4.0514,4.0644,1500.00
285.000,1017.63000,48.397,87.703,0.1723,4.0452,4.0694,1520.20
290.000,1016.54000,68.713,108.062,0.2431,4.0362,4.0740,1538.20
295.000,1015.24000,89.044,128.443,0.3128,4.0250,4.0784,1554.20
300.000,1013.75000,109.389,148.846,0.3814,4.0119,4.0826,1568.30
305.000,1012.08000,129.747,169.269,0.4489,3.9971,4.0866,1580.70
310.000,1010.25000,150.117,189.711,0.5154,3.9809,4.0903,1591.40
315.000,1008.26000,170.500,210.172,0.5809,3.9634,4.0939,1600.50
320.000,1006.13000,190.894,230.650,0.6454,3.9448,4.0973,1608.30
325.000,1003.86000,211.298,251.144,0.7089,3.9252,4.1005,1614.80
330.000,1001.47000,231.713,271.655,0.7715,3.9048,4.1037,1620.00
335.000,998.94500,252.139,292.181,0.8333,3.8837,4.1068,1624.10
340.000,996.30600,272.574,312.722,0.8941,3.8620,4.1099,1627.10
345.000,993.55200,293.020,333.280,0.9542,3.8398,4.1130,1629.10
350.000,990.69000,313.477,353.853,1.0134,3.8172,4.1162,1630.20
355.000,987.72100,333.945,374.442,1.0718,3.7944,4.1196,1630.40
360.000,984.64900,354.425,395.049,1.1294,3.7713,4.1231,1629.80
365.000,981.47700,374.919,415.674,1.1863,3.7482,4.1269,1628.40
370.000,978.20800,395.427,436.318,1.2425,3.7250,4.1309,1626.20
375.000,974.84300,415.951,456.983,1.2980,3.7018,4.1352,1623.30
380.000,971.38500,436.492,477.670,1.3528,3.6787,4.1398,1619.80
385.000,967.83600,457.052,498.381,1.4069,3.6557,4.1448,1615.60
390.000,964.19600,477.633,519.118,1.4604,3.6328,4.1501,1610.80
395.000,960.46800,498.237,539.883,1.5133,3.6102,4.1559,1605.50
400.000,956.65200,518.865,560.678,1.5657,3.5878,4.1621,1599.50
410.000,948.76100,560.206,602.366,1.6686,3.5437,4.1759,1586.00
420.000,940.52600,601.673,644.203,1.7694,3.5009,4.1918,1570.40
430.000,931.95000,643.288,686.209,1.8683,3.4592,4.2098,1552.80
440.000,923.03100,685.071,728.407,1.9653,3.4190,4.2302,1533.50
450.000,913.76500,727.047,770.822,2.0606,3.3800,4.2533,1512.40
460.000,904.14500,769.241,813.482,2.1543,3.3425,4.2791,1489.60
470.000,894.16100,811.680,856.415,2.2467,3.3063,4.3080,1465.20
480.000,883.80000,854.395,899.654,2.3377,3.2715,4.3403,1439.20
490.000,873.04500,897.418,943.234,2.4276,3.2380,4.3764,1411.80
500.000,861.87600,940.785,987.195,2.5164,3.2058,4.4166,1382.90
510.000,850.26800,984.537,1031.580,2.6043,3.1749,4.4614,1352.50
520.000,838.19200,1028.720,1076.440,2.6914,3.1453,4.5116,1320.70
530.000,825.61300,1073.390,1121.830,2.7778,3.1170,4.5679,1287.50
540.000,812.48900,1118.590,1167.820,2.8638,3.0900,4.6313,1252.80
550.000,798.76800,1164.410,1214.490,2.9494,3.0644,4.7030,1216.80
560.000,784.39200,1210.920,1261.920,3.0349,3.0403,4.7846,1179.20
570.000,769.28700,1258.220,1310.220,3.1204,3.0176,4.8781,1140.20
580.000,753.36200,1306.430,1359.530,3.2061,2.9966,4.9863,1099.60
590.000,736.50500,1355.700,1410.010,3.2924,2.9774,5.1128,1057.30
600.000,718.57700,1406.190,1461.860,3.3796,2.9603,5.2625,1013.30
610.000,699.39600,1458.160,1515.360,3.4680,2.9456,5.4425,967.45
620.000,678.72500,1511.910,1570.840,3.5582,2.9339,5.6629,919.63
630.000,656.24900,1567.850,1628.800,3.6509,2.9256,5.9386,869.73
640.000,631.53600,1626.540,1689.880,3.7471,2.9217,6.2932,817.65
650.000,603.96800,1688.820,1755.050,3.8481,2.9234,6.7657,763.26
675.000,515.48000,1870.150,1947.740,4.1388,2.9639,8.9652,619.27
700.000,383.02000,2118.620,2223.050,4.5388,3.0488,13.0790,503.64
725.000,264.65000,2380.670,2531.810,4.9725,2.9186,10.6530,503.90
750.000,206.98000,2560.850,2754.100,5.2742,2.6956,7.4503,538.91
775.000,176.03000,2690.030,2917.260,5.4883,2.5134,5.7787,571.46
800.000,156.30000,2793.110,3049.030,5.6558,2.3790,4.8437,599.19
825.000,142.27000,2881.180,3162.350,5.7953,2.2811,4.2635,623.16
850.000,131.58000,2959.790,3263.790,5.9164,2.2096,3.8756,644.33
900.000,116.01000,3099.720,3444.530,6.1232,2.1193,3.4031,680.82
950.000,104.90000,3226.180,3607.480,6.2995,2.0723,3.1386,711.99
1000.000,96.38900,3345.120,3760.110,6.4561,2.0508,2.9790,739.56
1050.000,89.55000,3459.690,3906.370,6.5988,2.0450,2.8792,764.53
1100.000,83.87300,3571.720,4048.630,6.7312,2.0494,2.8160,787.55
1150.000,79.04600,3682.330,4188.370,6.8554,2.0605,2.7767,809.01
1200.000,74.86700,3792.280,4326.560,6.9731,2.0760,2.7534,829.23
1250.000,71.19600,3902.060,4463.890,7.0852,2.0946,2.7412,848.41
1273.000,69.65000,3952.600,4526.900,7.1351,2.1038,2.7385,856.93
,,,,,,,
P=50.0MPa,,,,,,,
269.134,1024.11000,-15.846,32.977,-0.0606,4.0156,4.0169,1465.40
270.000,1024.07000,-12.369,36.456,-0.0477,4.0169,4.0188,1469.90
275.000,1023.62000,7.730,56.576,0.0262,4.0208,4.0289,1494.60
280.000,1022.90000,27.862,76.742,0.0988,4.0198,4.0373,1516.90
285.000,1021.94000,48.021,96.948,0.1703,4.0152,4.0446,1537.00
290.000,1020.77000,68.204,117.187,0.2407,4.0077,4.0511,1555.00
295.000,1019.40000,88.409,137.457,0.3101,3.9979,4.0569,1570.90
300.000,1017.85000,108.632,157.755,0.3783,3.9860,4.0622,1585.00
305.000,1016.13000,128.872,178.078,0.4455,3.9724,4.0670,1597.40
310.000,1014.26000,149.128,198.425,0.5116,3.9573,4.0714,1608.10
315.000,1012.25000,169.398,218.792,0.5768,3.9408,4.0755,1617.40
320.000,1010.11000,189.680,239.180,0.6410,3.9232,4.0793,1625.30
325.000,1007.83000,209.974,259.585,0.7043,3.9046,4.0829,1631.80
330.000,1005.43000,230.278,280.008,0.7667,3.8851,4.0863,1637.20
335.000,1002.91000,250.593,300.448,0.8281,3.8648,4.0896,1641.40
340.000,1000.28000,270.918,320.904,0.8887,3.8439,4.0927,1644.60
345.000,997.54600,291.252,341.375,0.9485,3.8225,4.0959,1646.90
350.000,994.70300,311.597,361.863,1.0075,3.8007,4.0991,1648.20
355.000,991.76000,331.951,382.366,1.0656,3.7786,4.1024,1648.60
360.000,988.71800,352.316,402.887,1.1230,3.7563,4.1058,1648.20
365.000,985.58100,372.693,423.424,1.1797,3.7338,4.1094,1647.10
370.000,982.35100,393.082,443.981,1.2356,3.7112,4.1131,1645.20
375.000,979.03000,413.485,464.556,1.2909,3.6887,4.1172,1642.60
380.000,975.62100,433.903,485.153,1.3454,3.6661,4.1215,1639.40
385.000,972.12400,454.338,505.771,1.3993,3.6437,4.1261,1635.50
390.000,968.54100,474.790,526.414,1.4526,3.6214,4.1310,1631.10
395.000,964.87400,495.262,547.083,1.5053,3.5993,4.1364,1626.00
400.000,961.12400,515.756,567.778,1.5573,3.5773,4.1421,1620.40
410.000,953.37600,556.816,609.261,1.6598,3.5342,4.1547,1607.70
420.000,945.30500,597.986,650.879,1.7601,3.4922,4.1692,1592.90
430.000,936.91200,639.284,692.651,1.8583,3.4513,4.1856,1576.30
440.000,928.19900,680.730,734.598,1.9548,3.4117,4.2041,1558.00
450.000,919.16100,722.343,776.741,2.0495,3.3735,4.2249,1537.90
460.000,909.79600,764.146,819.104,2.1426,3.3365,4.2481,1516.30
470.000,900.09700,806.162,861.712,2.2342,3.3008,4.2740,1493.20
480.000,890.05300,848.416,904.592,2.3245,3.2664,4.3027,1468.70
490.000,879.65200,890.935,947.775,2.4135,3.2332,4.3345,1442.70
500.000,868.88000,933.748,991.293,2.5015,3.2013,4.3697,1415.40
510.000,857.71900,976.888,1035.180,2.5884,3.1707,4.4088,1386.80
520.000,846.14600,1020.390,1079.480,2.6744,3.1412,4.4520,1356.90
530.000,834.13600,1064.300,1124.240,2.7596,3.1129,4.5000,1325.80
540.000,821.66000,1108.650,1169.500,2.8442,3.0858,4.5534,1293.50
550.000,808.68300,1153.500,1215.330,2.9283,3.0600,4.6130,1260.00
560.000,795.16300,1198.900,1261.780,3.0120,3.0353,4.6796,1225.40
570.000,781.05300,1244.930,1308.950,3.0955,3.0120,4.7545,1189.60
580.000,766.29500,1291.660,1356.910,3.1789,2.9899,4.8392,1152.60
590.000,750.82200,1339.180,1405.770,3.2624,2.9693,4.9356,1114.40
600.000,734.55200,1387.600,1455.670,3.3463,2.9502,5.0460,1075.10
610.000,717.38700,1437.050,1506.750,3.4307,2.9328,5.1736,1034.60
620.000,699.20700,1487.700,1559.210,3.5160,2.9173,5.3225,993.00
630.000,679.86700,1539.740,1613.290,3.6026,2.9039,5.4980,950.21
640.000,659.18500,1593.430,1669.280,3.6907,2.8928,5.7072,906.36
650.000,636.94000,1649.070,1727.570,3.7811,2.8843,5.9596,861.56
675.000,572.50000,1799.660,1887.000,4.0217,2.8762,6.8759,746.93
700.000,491.03000,1974.150,2075.980,4.2964,2.8846,8.3131,639.75
725.000,394.85000,2175.770,2302.400,4.6141,2.8757,9.6057,568.02
750.000,309.93000,2375.100,2536.430,4.9315,2.7930,8.8011,554.67
775.000,253.76000,2538.960,2736.000,5.1934,2.6553,7.1758,571.69
800.000,218.07000,2669.210,2898.490,5.3999,2.5197,5.9041,595.46
825.000,193.89000,2776.850,3034.730,5.5677,2.4077,5.0529,618.89
850.000,176.31000,2869.850,3153.430,5.7095,2.3205,4.4788,640.55
900.000,152.03000,3029.350,3358.220,5.9437,2.2034,3.7869,678.60
950.000,135.62000,3168.480,3537.170,6.1373,2.1375,3.4054,711.23
1000.000,123.48000,3296.340,3701.260,6.3057,2.1025,3.1763,740.02
1050.000,113.98000,3417.540,3856.190,6.4569,2.0871,3.0316,766.00
1100.000,106.26000,3534.700,4005.260,6.5956,2.0843,2.9377,789.83
1150.000,99.78600,3649.420,4150.490,6.7248,2.0899,2.8762,811.98
1200.000,94.25000,3762.730,4293.240,6.8463,2.1012,2.8365,832.76
1250.000,89.43400,3875.320,4434.390,6.9615,2.1164,2.8118,852.43
1273.000,87.41700,3927.000,4498.970,7.0127,2.1243,2.8042,861.15
,,,,,,,
P=75.0MPa,,,,,,,
266.843,1035.67000,-24.734,47.683,-0.0963,3.9271,3.9325,1499.00
270.000,1035.31000,-12.322,60.120,-0.0500,3.9366,3.9466,1515.00
275.000,1034.53000,7.404,79.901,0.0226,3.9455,3.9649,1538.50
280.000,1033.53000,27.196,99.763,0.0942,3.9486,3.9794,1560.00
285.000,1032.33000,47.040,119.691,0.1648,3.9476,3.9913,1579.50
290.000,1030.96000,66.925,139.673,0.2343,3.9432,4.0013,1597.00
295.000,1029.43000,86.845,159.701,0.3027,3.9362,4.0098,1612.70
300.000,1027.75000,106.794,179.769,0.3702,3.9270,4.0172,1626.60
305.000,1025.93000,126.767,199.872,0.4366,3.9158,4.0237,1638.90
310.000,1023.98000,146.761,220.004,0.5021,3.9031,4.0294,1649.60
315.000,1021.90000,166.772,240.164,0.5666,3.8889,4.0344,1658.90
320.000,1019.71000,186.798,260.348,0.6302,3.8734,4.0390,1666.90
325.000,1017.41000,206.837,280.553,0.6929,3.8568,4.0431,1673.70
330.000,1015.00000,226.887,300.778,0.7546,3.8393,4.0469,1679.30
335.000,1012.49000,246.947,321.022,0.8155,3.8209,4.0504,1683.90
340.000,1009.88000,267.016,341.282,0.8755,3.8019,4.0537,1687.40
345.000,1007.17000,287.092,361.558,0.9347,3.7822,4.0568,1690.00
350.000,1004.37000,307.177,381.850,0.9931,3.7621,4.0599,1691.70
355.000,1001.49000,327.268,402.157,1.0507,3.7416,4.0630,1692.60
360.000,998.50900,347.368,422.480,1.1076,3.7208,4.0661,1692.80
365.000,995.44700,367.475,442.818,1.1637,3.6999,4.0693,1692.20
370.000,992.30300,387.591,463.173,1.2191,3.6788,4.0726,1690.90
375.000,989.07800,407.716,483.544,1.2738,3.6576,4.0760,1688.90
380.000,985.77300,427.851,503.933,1.3278,3.6364,4.0797,1686.30
385.000,982.39100,447.997,524.341,1.3811,3.6153,4.0835,1683.20
390.000,978.93300,468.155,544.769,1.4338,3.5942,4.0876,1679.40
395.000,975.39900,488.326,565.218,1.4859,3.5733,4.0920,1675.20
400.000,971.79200,508.513,585.690,1.5374,3.5525,4.0967,1670.40
410.000,964.36100,548.935,626.707,1.6387,3.5115,4.1070,1659.30
420.000,956.64500,589.435,667.834,1.7378,3.4715,4.1186,1646.40
430.000,948.64900,630.024,709.084,1.8349,3.4324,4.1317,1631.80
440.000,940.37700,670.718,750.474,1.9301,3.3945,4.1464,1615.50
450.000,931.82900,711.531,792.018,2.0234,3.3577,4.1628,1597.80
460.000,923.00600,752.479,833.735,2.1151,3.3221,4.1809,1578.70
470.000,913.90500,793.577,875.642,2.2052,3.2877,4.2009,1558.20
480.000,904.52200,834.842,917.759,2.2939,3.2544,4.2228,1536.50
490.000,894.85300,876.292,960.105,2.3812,3.2222,4.2468,1513.60
500.000,884.89100,917.946,1002.700,2.4673,3.1912,4.2730,1489.50
510.000,874.62600,959.822,1045.570,2.5522,3.1612,4.3016,1464.40
520.000,864.05000,1001.940,1088.740,2.6360,3.1322,4.3328,1438.30
530.000,853.15100,1044.330,1132.240,2.7188,3.1043,4.3668,1411.30
540.000,841.91500,1087.010,1176.090,2.8008,3.0774,4.4037,1383.40
550.000,830.32700,1130.000,1220.320,2.8820,3.0515,4.4439,1354.60
560.000,818.37000,1173.330,1264.980,2.9624,3.0265,4.4877,1325.10
570.000,806.02400,1217.040,1310.090,3.0423,3.0025,4.5354,1294.80
580.000,793.26900,1261.160,1355.700,3.1216,2.9795,4.5875,1263.90
590.000,780.08000,1305.710,1401.860,3.2005,2.9574,4.6445,1232.40
600.000,766.43100,1350.750,1448.610,3.2791,2.9363,4.7069,1200.30
610.000,752.29300,1396.320,1496.010,3.3574,2.9162,4.7753,1167.70
620.000,737.63400,1442.460,1544.140,3.4357,2.8970,4.8505,1134.60
630.000,722.41900,1489.230,1593.050,3.5139,2.8790,4.9332,1101.30
640.000,706.60900,1536.690,1642.830,3.5923,2.8619,5.0245,1067.60
650.000,690.16500,1584.900,1693.570,3.6710,2.8460,5.1251,1033.80
675.000,646.01000,1709.190,1825.280,3.8698,2.8108,5.4237,949.62
700.000,597.04000,1839.750,1965.370,4.0735,2.7815,5.7946,868.17
725.000,543.17000,1977.330,2115.410,4.2841,2.7551,6.2090,794.10
750.000,485.93000,2120.800,2275.140,4.5007,2.7252,6.5419,734.99
775.000,429.18000,2265.860,2440.620,4.7177,2.6841,6.6487,695.45
800.000,377.56000,2406.250,2604.900,4.9263,2.6281,6.4422,675.70
825.000,334.22000,2536.370,2760.770,5.1182,2.5601,6.0028,671.84
850.000,299.47000,2654.010,2904.450,5.2899,2.4883,5.4909,677.56
900.000,250.00000,2855.720,3155.710,5.5773,2.3613,4.6087,701.13
950.000,217.46000,3025.430,3370.320,5.8095,2.2714,4.0194,728.73
1000.000,194.44000,3175.440,3561.160,6.0054,2.2140,3.6417,755.67
1050.000,177.14000,3313.250,3736.650,6.1767,2.1803,3.3945,781.04
1100.000,163.51000,3443.280,3901.960,6.3305,2.1630,3.2284,804.77
1150.000,152.41000,3568.270,4060.350,6.4714,2.1572,3.1144,827.05
1200.000,143.13000,3689.960,4213.980,6.6021,2.1593,3.0354,848.07
1250.000,135.19000,3809.530,4364.290,6.7249,2.1671,2.9805,867.99
1273.000,131.91000,3864.050,4432.610,6.7790,2.1721,2.9613,876.84
,,,,,,,
P=100MPa,,,,,,,
264.347,1046.87000,-34.278,61.245,-0.1356,3.8401,3.8512,1534.20
265.000,1046.78000,-31.770,63.761,-0.1261,3.8439,3.8562,1537.40
270.000,1045.92000,-12.481,83.128,-0.0537,3.8667,3.8889,1561.30
275.000,1044.86000,6.931,102.637,0.0179,3.8802,3.9136,1583.40
280.000,1043.62000,26.435,122.255,0.0886,3.8869,3.9328,1603.80
285.000,1042.22000,46.010,141.959,0.1583,3.8888,3.9481,1622.40
290.000,1040.67000,65.640,161.732,0.2271,3.8870,3.9606,1639.20
295.000,1038.99000,85.315,181.562,0.2949,3.8823,3.9710,1654.40
300.000,1037.19000,105.025,201.439,0.3617,3.8751,3.9798,1667.90
305.000,1035.27000,124.764,221.357,0.4276,3.8660,3.9872,1679.90
310.000,1033.25000,144.528,241.310,0.4924,3.8551,3.9937,1690.50
315.000,1031.12000,164.311,261.293,0.5564,3.8426,3.9993,1699.70
320.000,1028.88000,184.109,281.302,0.6194,3.8289,4.0043,1707.70
325.000,1026.55000,203.921,301.335,0.6815,3.8140,4.0086,1714.50
330.000,1024.13000,223.744,321.388,0.7428,3.7980,4.0125,1720.20
335.000,1021.62000,243.576,341.459,0.8031,3.7812,4.0161,1724.90
340.000,1019.02000,263.415,361.548,0.8627,3.7637,4.0194,1728.70
345.000,1016.34000,283.260,381.653,0.9214,3.7455,4.0224,1731.60
350.000,1013.58000,303.111,401.772,0.9793,3.7269,4.0253,1733.60
355.000,1010.73000,322.967,421.906,1.0364,3.7078,4.0281,1734.90
360.000,1007.81000,342.828,442.053,1.0927,3.6883,4.0309,1735.40
365.000,1004.81000,362.694,462.215,1.1483,3.6687,4.0338,1735.20
370.000,1001.74000,382.564,482.391,1.2032,3.6488,4.0366,1734.40
375.000,998.59000,402.440,502.582,1.2575,3.6289,4.0396,1732.90
380.000,995.37300,422.323,522.787,1.3110,3.6089,4.0427,1730.90
385.000,992.08700,442.211,543.009,1.3638,3.5889,4.0460,1728.20
390.000,988.73200,462.108,563.247,1.4161,3.5689,4.0494,1725.10
395.000,985.31100,482.013,583.503,1.4677,3.5491,4.0530,1721.40
400.000,981.82300,501.927,603.778,1.5187,3.5293,4.0569,1717.30
410.000,974.65500,541.788,644.389,1.6190,3.4903,4.0654,1707.60
420.000,967.23500,581.701,685.089,1.7170,3.4521,4.0749,1696.20
430.000,959.56800,621.676,725.890,1.8130,3.4147,4.0855,1683.20
440.000,951.65900,661.724,766.803,1.9071,3.3783,4.0974,1668.70
450.000,943.51100,701.855,807.842,1.9993,3.3430,4.1105,1652.80
460.000,935.12600,742.081,849.018,2.0898,3.3087,4.1249,1635.70
470.000,926.50500,782.413,890.345,2.1787,3.2755,4.1407,1617.30
480.000,917.64700,822.863,931.838,2.2661,3.2433,4.1579,1597.80
490.000,908.55100,863.444,973.509,2.3520,3.2121,4.1766,1577.20
500.000,899.21500,904.167,1015.380,2.4366,3.1820,4.1968,1555.70
510.000,889.63500,945.045,1057.450,2.5199,3.1528,4.2186,1533.20
520.000,879.80700,986.092,1099.750,2.6020,3.1246,4.2421,1509.90
530.000,869.72700,1027.320,1142.300,2.6831,3.0972,4.2673,1485.80
540.000,859.38700,1068.740,1185.110,2.7631,3.0708,4.2944,1461.00
550.000,848.78300,1110.380,1228.190,2.8421,3.0452,4.3234,1435.50
560.000,837.90500,1152.240,1271.580,2.9203,3.0205,4.3545,1409.40
570.000,826.74600,1194.330,1315.290,2.9977,2.9965,4.3877,1382.80
580.000,815.29700,1236.690,1359.340,3.0743,2.9734,4.4233,1355.70
590.000,803.55000,1279.320,1403.760,3.1502,2.9511,4.4613,1328.30
600.000,791.49300,1322.230,1448.580,3.2256,2.9295,4.5019,1300.40
610.000,779.11700,1365.460,1493.810,3.3003,2.9087,4.5454,1272.30
620.000,766.41200,1409.020,1539.490,3.3746,2.8886,4.5917,1244.00
630.000,753.36600,1452.920,1585.660,3.4485,2.8693,4.6413,1215.60
640.000,739.96900,1497.190,1632.330,3.5220,2.8507,4.6941,1187.10
650.000,726.21200,1541.850,1679.550,3.5952,2.8329,4.7503,1158.60
675.000,690.18000,1655.320,1800.210,3.7773,2.7913,4.9065,1088.10
700.000,651.77000,1771.620,1925.050,3.9589,2.7538,5.0832,1020.00
725.000,611.07000,1890.830,2054.480,4.1405,2.7194,5.2716,956.15
750.000,568.52000,2012.650,2188.540,4.3223,2.6866,5.4492,898.84
775.000,525.06000,2136.050,2326.510,4.5033,2.6532,5.5753,850.76
800.000,482.23000,2259.170,2466.550,4.6811,2.6169,5.6108,813.97
825.000,441.66000,2379.770,2606.180,4.8530,2.5762,5.5432,788.45
850.000,404.66000,2495.780,2742.900,5.0163,2.5315,5.3803,773.05
